Nodes	102
0	0.000	0.000	0.000	0.000	0.000	0.100	0
1	-3.610	-3.610	0.000	5.105	225.000	0.100	0
2	-2.029	-4.898	0.000	5.301	247.500	0.100	0
3	0.000	-5.498	0.000	5.498	270.000	0.100	0
4	2.179	-5.261	0.000	5.694	292.500	0.100	0
5	4.165	-4.165	0.000	5.890	315.000	0.100	0
6	5.624	-2.329	0.000	6.087	337.500	0.100	0
7	6.283	0.000	0.000	6.283	0.000	0.100	0
8	5.986	2.480	0.000	6.480	22.500	0.100	0
9	4.721	4.721	0.000	6.676	45.000	0.100	0
10	2.630	6.349	0.000	6.872	67.500	0.100	0
11	-0.000	7.069	0.000	7.069	90.000	0.100	0
12	-2.780	6.712	0.000	7.265	112.500	0.100	0
13	-5.276	5.276	0.000	7.461	135.000	0.100	0
14	-7.075	2.930	0.000	7.658	157.500	0.100	0
15	-7.854	-0.000	0.000	7.854	180.000	0.100	0
16	-7.438	-3.081	0.000	8.050	202.500	0.100	0
17	-5.831	-5.831	0.000	8.247	225.000	0.100	0
18	-3.231	-7.800	0.000	8.443	247.500	0.100	0
19	0.000	-8.639	0.000	8.639	270.000	0.100	0
20	3.381	-8.163	0.000	8.836	292.500	0.100	0
21	6.387	-6.387	0.000	9.032	315.000	0.100	0
22	8.526	-3.532	0.000	9.228	337.500	0.100	0
23	9.425	0.000	0.000	9.425	0.000	0.100	0
24	8.889	3.682	0.000	9.621	22.500	0.100	0
25	6.942	6.942	0.000	9.817	45.000	0.100	0
26	3.832	9.252	0.000	10.014	67.500	0.100	0
27	0.000	10.210	0.000	10.210	90.000	0.100	0
28	-3.982	9.614	0.000	10.407	112.500	0.100	0
29	-7.497	7.497	0.000	10.603	135.000	0.100	0
30	-9.977	4.133	0.000	10.799	157.500	0.100	0
31	-10.996	0.000	0.000	10.996	180.000	0.100	0
32	-10.340	-4.283	0.000	11.192	202.500	0.100	0
33	-8.053	-8.053	0.000	11.388	225.000	0.100	0
34	-4.433	-10.703	0.000	11.585	247.500	0.100	0
35	-0.000	-11.781	0.000	11.781	270.000	0.100	0
36	4.584	-11.066	0.000	11.977	292.500	0.100	0
37	8.608	-8.608	0.000	12.174	315.000	0.100	0
38	11.428	-4.734	0.000	12.370	337.500	0.100	0
39	12.566	-0.000	0.000	12.566	0.000	0.100	0
40	11.791	4.884	0.000	12.763	22.500	0.100	0
41	9.163	9.163	0.000	12.959	45.000	0.100	0
42	5.034	12.154	0.000	13.155	67.500	0.100	0
43	0.000	13.352	0.000	13.352	90.000	0.100	0
44	-5.185	12.517	0.000	13.548	112.500	0.100	0
45	-9.719	9.719	0.000	13.744	135.000	0.100	0
46	-12.880	5.335	0.000	13.941	157.500	0.100	0
47	-14.137	0.000	0.000	14.137	180.000	0.100	0
48	-13.242	-5.485	0.000	14.334	202.500	0.100	0
49	-10.274	-10.274	0.000	14.530	225.000	0.100	0
50	-5.635	-13.605	0.000	14.726	247.500	0.100	0
51	-0.000	-14.923	0.000	14.923	270.000	0.100	0
52	5.786	-13.968	0.000	15.119	292.500	0.100	0
53	10.830	-10.830	0.000	15.315	315.000	0.100	0
54	14.331	-5.936	0.000	15.512	337.500	0.100	0
55	15.708	-0.000	0.000	15.708	0.000	0.100	0
56	14.694	6.086	0.000	15.904	22.500	0.100	0
57	11.385	11.385	0.000	16.101	45.000	0.100	0
58	6.237	15.056	0.000	16.297	67.500	0.100	0
59	0.000	16.493	0.000	16.493	90.000	0.100	0
60	-6.387	15.419	0.000	16.690	112.500	0.100	0
61	-11.940	11.940	0.000	16.886	135.000	0.100	0
62	-15.782	6.537	0.000	17.082	157.500	0.100	0
63	-17.279	0.000	0.000	17.279	180.000	0.100	0
64	-16.145	-6.687	0.000	17.475	202.500	0.100	0
65	-12.496	-12.496	0.000	17.671	225.000	0.100	0
66	-6.838	-16.508	0.000	17.868	247.500	0.100	0
67	-0.000	-18.064	0.000	18.064	270.000	0.100	0
68	25.000	0.000	0.000	25.000	0.000	0.100	0
69	22.034	9.127	0.000	25.000	22.500	0.100	0
70	20.225	14.695	0.000	25.000	36.000	0.100	0
71	17.022	17.022	0.000	25.000	45.000	0.100	0
72	9.357	22.591	0.000	25.000	67.500	0.100	0
73	7.725	23.776	0.000	25.000	72.000	0.100	0
74	0.000	23.776	0.000	25.000	90.000	0.100	0
75	-7.725	23.776	0.000	25.000	108.000	0.100	0
76	-9.357	22.591	0.000	25.000	112.500	0.100	0
77	-17.022	17.022	0.000	25.000	135.000	0.100	0
78	-20.225	14.695	0.000	25.000	144.000	0.100	0
79	-22.034	9.127	0.000	25.000	157.500	0.100	0
80	-25.000	0.000	0.000	25.000	180.000	0.100	0
81	-22.034	-9.127	0.000	25.000	202.500	0.100	0
82	-20.225	-14.695	0.000	25.000	216.000	0.100	0
83	-17.022	-17.022	0.000	25.000	225.000	0.100	0
84	-9.357	-22.591	0.000	25.000	247.500	0.100	0
85	-7.725	-23.776	0.000	25.000	252.000	0.100	0
86	-0.000	-23.776	0.000	25.000	270.000	0.100	0
87	7.725	-23.776	0.000	25.000	288.000	0.100	0
88	9.357	-22.591	0.000	25.000	292.500	0.100	0
89	17.022	-17.022	0.000	25.000	315.000	0.100	0
90	20.225	-14.695	0.000	25.000	324.000	0.100	0
91	22.034	-9.127	0.000	25.000	337.500	0.100	0
92	33.287	10.816	0.000	35.000	18.000	0.100	0
93	0.000	35.000	0.000	35.000	90.000	0.100	0
94	-33.287	10.816	0.000	35.000	162.000	0.100	0
95	-20.572	-28.316	0.000	35.000	234.000	0.100	0
96	20.572	-28.316	0.000	35.000	306.000	0.100	0
97	42.798	13.906	0.000	45.000	18.000	0.100	1
98	0.000	45.000	0.000	45.000	90.000	0.100	1
99	-42.798	13.906	0.000	45.000	162.000	0.100	1
100	-26.450	-36.406	0.000	45.000	234.000	0.100	1
101	26.450	-36.406	0.000	45.000	306.000	0.100	1
Springs	188
0	2	1	2.039	2.039	0	100.000	0.000	100.000	0.000
1	3	2	2.116	2.116	0	100.000	0.000	100.000	0.000
2	4	3	2.192	2.192	0	100.000	0.000	100.000	0.000
3	5	4	2.268	2.268	0	100.000	0.000	100.000	0.000
4	6	5	2.345	2.345	0	100.000	0.000	100.000	0.000
5	7	6	2.421	2.421	0	100.000	0.000	100.000	0.000
6	8	7	2.497	2.497	0	100.000	0.000	100.000	0.000
7	9	8	2.574	2.574	0	100.000	0.000	100.000	0.000
8	10	9	2.650	2.650	0	100.000	0.000	100.000	0.000
9	11	10	2.727	2.727	0	100.000	0.000	100.000	0.000
10	12	11	2.803	2.803	0	100.000	0.000	100.000	0.000
11	13	12	2.879	2.879	0	100.000	0.000	100.000	0.000
12	14	13	2.956	2.956	0	100.000	0.000	100.000	0.000
13	15	14	3.032	3.032	0	100.000	0.000	100.000	0.000
14	16	15	3.109	3.109	0	100.000	0.000	100.000	0.000
15	17	16	3.185	3.185	0	100.000	0.000	100.000	0.000
16	18	17	3.262	3.262	0	100.000	0.000	100.000	0.000
17	19	18	3.338	3.338	0	100.000	0.000	100.000	0.000
18	20	19	3.415	3.415	0	100.000	0.000	100.000	0.000
19	21	20	3.491	3.491	0	100.000	0.000	100.000	0.000
20	22	21	3.568	3.568	0	100.000	0.000	100.000	0.000
21	23	22	3.644	3.644	0	100.000	0.000	100.000	0.000
22	24	23	3.721	3.721	0	100.000	0.000	100.000	0.000
23	25	24	3.797	3.797	0	100.000	0.000	100.000	0.000
24	26	25	3.874	3.874	0	100.000	0.000	100.000	0.000
25	27	26	3.950	3.950	0	100.000	0.000	100.000	0.000
26	28	27	4.027	4.027	0	100.000	0.000	100.000	0.000
27	29	28	4.103	4.103	0	100.000	0.000	100.000	0.000
28	30	29	4.180	4.180	0	100.000	0.000	100.000	0.000
29	31	30	4.256	4.256	0	100.000	0.000	100.000	0.000
30	32	31	4.333	4.333	0	100.000	0.000	100.000	0.000
31	33	32	4.409	4.409	0	100.000	0.000	100.000	0.000
32	34	33	4.486	4.486	0	100.000	0.000	100.000	0.000
33	35	34	4.562	4.562	0	100.000	0.000	100.000	0.000
34	36	35	4.639	4.639	0	100.000	0.000	100.000	0.000
35	37	36	4.716	4.716	0	100.000	0.000	100.000	0.000
36	38	37	4.792	4.792	0	100.000	0.000	100.000	0.000
37	39	38	4.869	4.869	0	100.000	0.000	100.000	0.000
38	40	39	4.945	4.945	0	100.000	0.000	100.000	0.000
39	41	40	5.022	5.022	0	100.000	0.000	100.000	0.000
40	42	41	5.098	5.098	0	100.000	0.000	100.000	0.000
41	43	42	5.175	5.175	0	100.000	0.000	100.000	0.000
42	44	43	5.251	5.251	0	100.000	0.000	100.000	0.000
43	45	44	5.328	5.328	0	100.000	0.000	100.000	0.000
44	46	45	5.405	5.405	0	100.000	0.000	100.000	0.000
45	47	46	5.481	5.481	0	100.000	0.000	100.000	0.000
46	48	47	5.558	5.558	0	100.000	0.000	100.000	0.000
47	49	48	5.634	5.634	0	100.000	0.000	100.000	0.000
48	50	49	5.711	5.711	0	100.000	0.000	100.000	0.000
49	51	50	5.787	5.787	0	100.000	0.000	100.000	0.000
50	52	51	5.864	5.864	0	100.000	0.000	100.000	0.000
51	53	52	5.941	5.941	0	100.000	0.000	100.000	0.000
52	54	53	6.017	6.017	0	100.000	0.000	100.000	0.000
53	55	54	6.094	6.094	0	100.000	0.000	100.000	0.000
54	56	55	6.170	6.170	0	100.000	0.000	100.000	0.000
55	57	56	6.247	6.247	0	100.000	0.000	100.000	0.000
56	58	57	6.323	6.323	0	100.000	0.000	100.000	0.000
57	59	58	6.400	6.400	0	100.000	0.000	100.000	0.000
58	60	59	6.477	6.477	0	100.000	0.000	100.000	0.000
59	61	60	6.553	6.553	0	100.000	0.000	100.000	0.000
60	62	61	6.630	6.630	0	100.000	0.000	100.000	0.000
61	63	62	6.706	6.706	0	100.000	0.000	100.000	0.000
62	64	63	6.783	6.783	0	100.000	0.000	100.000	0.000
63	65	64	6.859	6.859	0	100.000	0.000	100.000	0.000
64	66	65	6.936	6.936	0	100.000	0.000	100.000	0.000
65	67	66	7.013	7.013	0	100.000	0.000	100.000	0.000
66	0	1	5.105	5.105	1	100.000	0.000	100.000	0.000
67	1	17	3.142	3.142	1	100.000	0.000	100.000	0.000
68	0	2	5.301	5.301	1	100.000	0.000	100.000	0.000
69	2	18	3.142	3.142	1	100.000	0.000	100.000	0.000
70	0	3	5.498	5.498	1	100.000	0.000	100.000	0.000
71	3	19	3.142	3.142	1	100.000	0.000	100.000	0.000
72	0	4	5.694	5.694	1	100.000	0.000	100.000	0.000
73	4	20	3.142	3.142	1	100.000	0.000	100.000	0.000
74	0	5	5.890	5.890	1	100.000	0.000	100.000	0.000
75	5	21	3.142	3.142	1	100.000	0.000	100.000	0.000
76	0	6	6.087	6.087	1	100.000	0.000	100.000	0.000
77	6	22	3.142	3.142	1	100.000	0.000	100.000	0.000
78	0	7	6.283	6.283	1	100.000	0.000	100.000	0.000
79	7	23	3.142	3.142	1	100.000	0.000	100.000	0.000
80	0	8	6.480	6.480	1	100.000	0.000	100.000	0.000
81	8	24	3.142	3.142	1	100.000	0.000	100.000	0.000
82	0	9	6.676	6.676	1	100.000	0.000	100.000	0.000
83	9	25	3.142	3.142	1	100.000	0.000	100.000	0.000
84	0	10	6.872	6.872	1	100.000	0.000	100.000	0.000
85	10	26	3.142	3.142	1	100.000	0.000	100.000	0.000
86	0	11	7.069	7.069	1	100.000	0.000	100.000	0.000
87	11	27	3.142	3.142	1	100.000	0.000	100.000	0.000
88	0	12	7.265	7.265	1	100.000	0.000	100.000	0.000
89	12	28	3.142	3.142	1	100.000	0.000	100.000	0.000
90	0	13	7.461	7.461	1	100.000	0.000	100.000	0.000
91	13	29	3.142	3.142	1	100.000	0.000	100.000	0.000
92	0	14	7.658	7.658	1	100.000	0.000	100.000	0.000
93	14	30	3.142	3.142	1	100.000	0.000	100.000	0.000
94	0	15	7.854	7.854	1	100.000	0.000	100.000	0.000
95	15	31	3.142	3.142	1	100.000	0.000	100.000	0.000
96	0	16	8.050	8.050	1	100.000	0.000	100.000	0.000
97	16	32	3.142	3.142	1	100.000	0.000	100.000	0.000
98	17	33	3.142	3.142	1	100.000	0.000	100.000	0.000
99	18	34	3.142	3.142	1	100.000	0.000	100.000	0.000
100	19	35	3.142	3.142	1	100.000	0.000	100.000	0.000
101	20	36	3.142	3.142	1	100.000	0.000	100.000	0.000
102	21	37	3.142	3.142	1	100.000	0.000	100.000	0.000
103	22	38	3.142	3.142	1	100.000	0.000	100.000	0.000
104	23	39	3.142	3.142	1	100.000	0.000	100.000	0.000
105	24	40	3.142	3.142	1	100.000	0.000	100.000	0.000
106	25	41	3.142	3.142	1	100.000	0.000	100.000	0.000
107	26	42	3.142	3.142	1	100.000	0.000	100.000	0.000
108	27	43	3.142	3.142	1	100.000	0.000	100.000	0.000
109	28	44	3.142	3.142	1	100.000	0.000	100.000	0.000
110	29	45	3.142	3.142	1	100.000	0.000	100.000	0.000
111	30	46	3.142	3.142	1	100.000	0.000	100.000	0.000
112	31	47	3.142	3.142	1	100.000	0.000	100.000	0.000
113	32	48	3.142	3.142	1	100.000	0.000	100.000	0.000
114	33	49	3.142	3.142	1	100.000	0.000	100.000	0.000
115	34	50	3.142	3.142	1	100.000	0.000	100.000	0.000
116	35	51	3.142	3.142	1	100.000	0.000	100.000	0.000
117	36	52	3.142	3.142	1	100.000	0.000	100.000	0.000
118	37	53	3.142	3.142	1	100.000	0.000	100.000	0.000
119	38	54	3.142	3.142	1	100.000	0.000	100.000	0.000
120	39	55	3.142	3.142	1	100.000	0.000	100.000	0.000
121	40	56	3.142	3.142	1	100.000	0.000	100.000	0.000
122	41	57	3.142	3.142	1	100.000	0.000	100.000	0.000
123	42	58	3.142	3.142	1	100.000	0.000	100.000	0.000
124	43	59	3.142	3.142	1	100.000	0.000	100.000	0.000
125	44	60	3.142	3.142	1	100.000	0.000	100.000	0.000
126	45	61	3.142	3.142	1	100.000	0.000	100.000	0.000
127	46	62	3.142	3.142	1	100.000	0.000	100.000	0.000
128	47	63	3.142	3.142	1	100.000	0.000	100.000	0.000
129	48	64	3.142	3.142	1	100.000	0.000	100.000	0.000
130	49	65	3.142	3.142	1	100.000	0.000	100.000	0.000
131	50	66	3.142	3.142	1	100.000	0.000	100.000	0.000
132	51	67	3.142	3.142	1	100.000	0.000	100.000	0.000
133	68	55	9.292	9.292	1	100.000	0.000	100.000	0.000
134	69	56	7.946	7.946	1	100.000	0.000	100.000	0.000
135	69	68	9.597	9.597	1	100.000	0.000	100.000	0.000
136	70	69	5.854	5.854	1	100.000	0.000	100.000	0.000
137	71	57	7.972	7.972	1	100.000	0.000	100.000	0.000
138	71	70	3.960	3.960	1	100.000	0.000	100.000	0.000
139	72	58	8.155	8.155	1	100.000	0.000	100.000	0.000
140	72	71	9.474	9.474	1	100.000	0.000	100.000	0.000
141	73	72	2.017	2.017	1	100.000	0.000	100.000	0.000
142	74	59	7.283	7.283	1	100.000	0.000	100.000	0.000
143	74	73	7.725	7.725	1	100.000	0.000	100.000	0.000
144	75	74	7.725	7.725	1	100.000	0.000	100.000	0.000
145	76	60	7.762	7.762	1	100.000	0.000	100.000	0.000
146	76	75	2.017	2.017	1	100.000	0.000	100.000	0.000
147	77	61	7.187	7.187	1	100.000	0.000	100.000	0.000
148	77	76	9.474	9.474	1	100.000	0.000	100.000	0.000
149	78	77	3.960	3.960	1	100.000	0.000	100.000	0.000
150	79	62	6.768	6.768	1	100.000	0.000	100.000	0.000
151	79	78	5.854	5.854	1	100.000	0.000	100.000	0.000
152	80	63	7.721	7.721	1	100.000	0.000	100.000	0.000
153	80	79	9.597	9.597	1	100.000	0.000	100.000	0.000
154	81	64	6.375	6.375	1	100.000	0.000	100.000	0.000
155	81	80	9.597	9.597	1	100.000	0.000	100.000	0.000
156	82	81	5.854	5.854	1	100.000	0.000	100.000	0.000
157	83	65	6.401	6.401	1	100.000	0.000	100.000	0.000
158	83	82	3.960	3.960	1	100.000	0.000	100.000	0.000
159	84	66	6.584	6.584	1	100.000	0.000	100.000	0.000
160	84	83	9.474	9.474	1	100.000	0.000	100.000	0.000
161	85	84	2.017	2.017	1	100.000	0.000	100.000	0.000
162	86	67	5.712	5.712	1	100.000	0.000	100.000	0.000
163	86	85	7.725	7.725	1	100.000	0.000	100.000	0.000
164	87	86	7.725	7.725	1	100.000	0.000	100.000	0.000
165	88	52	9.333	9.333	1	100.000	0.000	100.000	0.000
166	88	87	2.017	2.017	1	100.000	0.000	100.000	0.000
167	89	53	8.758	8.758	1	100.000	0.000	100.000	0.000
168	89	88	9.474	9.474	1	100.000	0.000	100.000	0.000
169	90	89	3.960	3.960	1	100.000	0.000	100.000	0.000
170	91	54	8.338	8.338	1	100.000	0.000	100.000	0.000
171	91	90	5.854	5.854	1	100.000	0.000	100.000	0.000
172	68	91	9.597	9.597	1	100.000	0.000	100.000	0.000
173	92	68	13.625	13.625	1	100.000	0.000	100.000	0.000
174	92	70	13.625	13.625	1	100.000	0.000	100.000	0.000
175	93	73	13.625	13.625	1	100.000	0.000	100.000	0.000
176	93	75	13.625	13.625	1	100.000	0.000	100.000	0.000
177	94	78	13.625	13.625	1	100.000	0.000	100.000	0.000
178	94	80	13.625	13.625	1	100.000	0.000	100.000	0.000
179	95	82	13.625	13.625	1	100.000	0.000	100.000	0.000
180	95	85	13.625	13.625	1	100.000	0.000	100.000	0.000
181	96	87	13.625	13.625	1	100.000	0.000	100.000	0.000
182	96	90	13.625	13.625	1	100.000	0.000	100.000	0.000
183	97	92	10.000	10.000	1	100.000	0.000	100.000	0.000
184	98	93	10.000	10.000	1	100.000	0.000	100.000	0.000
185	99	94	10.000	10.000	1	100.000	0.000	100.000	0.000
186	100	95	10.000	10.000	1	100.000	0.000	100.000	0.000
187	101	96	10.000	10.000	1	100.000	0.000	100.000	0.000
Params
0.100	10.000	16	0.500	18.000	5.000	25.000	